 23  11     0.982717 

 24   0    -0.117283 
 24   1    0.0827614 
 24   2     0.179241 
 24   3     0.266932 
 24   4      0.35718 
 24   5     0.452115 
 24   6     0.552115 
 24   7      0.65718 
 24   8     0.766932 
 24   9     0.879241 
 24  10     0.982761 
 24  11     0.982717 

 25   0    -0.117283 
 25   1    0.0827613 
 25   2     0.179241 
 25   3     0.266931 
 25   4     0.357176 
 25   5     0.452107 
 25   6     0.552107 
 25   7     0.657176 
 25   8     0.766931 
 25   9     0.879241 
 25  10     0.982761 
 25  11     0.982717 

 26   0        -0.05 
 26   1    0.0827613 
 26   2     0.179241 
 26   3     0.266931 
 26   4     0.357176 
 26   5     0.452107 
 26   6     0.552107 
 26   7     0.657176 
 26   8     0.766931 
 26   9     0.879241 
 26  10     0.982761 
 26  11         1.05 

